code,title,price,image_url,description,colour,material,category,style,room,Height,Depth,Width
YYECL015,Eclipse Solid Oak 5 Drawer Tallboy,349,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_tallboy_updated.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Chest of Drawers,Mid Century Modern,Bedroom,113cm,43cm,52cm
YYECL024,Eclipse Solid Oak Blanket Box,269,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl024_eclipseoak_blanketbox_a_reszed.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Blanket Boxes,Mid Century Modern,Bedroom,50cm,50cm,98cm
YYECL028,Eclipse Solid Oak Double Bed,529,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_s_feed.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Beds,Mid Century Modern,Bedroom,111cm,205cm,145cm
YYECL025,Eclipse Solid Oak Double Wardrobe,699,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_double_wardrobe_updated.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,190cm,63cm,100cm
YYECL020,Eclipse Solid Oak Dressing Table / Compact Desk,329,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl020_eclipseoak_compactdesk_a_resized_1.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Dressing Tables,Mid Century Modern,Office,77cm,50cm,120cm
YYECL009,Eclipse Solid Oak Glazed Display Cabinet,579,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_glazed_display_cabinet_updated.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Display Cabinets,Mid Century Modern,Living Room,190cm,35cm,85cm
YYECL003,Eclipse Solid Oak Hallway Sideboard,349,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl003_eclipseoak_hallwaysideboard_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Sideboards,Mid Century Modern,Living Room,87cm,35cm,80cm
YYECL001/YYECL004,Eclipse Solid Oak Large Dresser,829,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl004_eclipseoak_largedresser_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Dressers,Mid Century Modern,Living Room,83cm/107cm,43cm/33cm,139cm
YYECL002/YYECL005,Eclipse Solid Oak Small Dresser,649,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl009_eclipseoak_glazeddisplaycabinet_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Dressers,Mid Century Modern,Living Room,83cm/107cm,43cm/33cm,98cm
YYECL007,Eclipse Solid Oak Small TV Cabinet,299,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl007_eclipseoak_smalltvcabinet_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,TV Units,Mid Century Modern,Living Room,50cm,43cm,110cm
YYECL006,Eclipse Solid Oak Super Wide TV Cabinet,399,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl006_eclipseoak_superwidetvcabinet_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,TV Units,Mid Century Modern,Living Room,60cm,43cm,160cm
YYECL010,Eclipse Solid Oak Tall Bookcase,529,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/ecl010_eclipseoak_tallbookcase_a_resized.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Bookcases,Mid Century Modern,Living Room,190cm,35cm,85cm
YYECL026,Eclipse Solid Oak Triple Wardrobe,949,https://www.oakandmore.co.uk/static/media/catalog/product/e/c/eclipse_tripple_wardrobe_updated.jpg,"The <a href=/ranges/eclipse-oak>Eclipse Solid Oak Collection</a> features classic designs with a subtly modern twist. With rounded corners and bar handles, everything in this range is crafted from 100% solid oak, with no veneer, MDF or chipboard used.",Oak,Oak,Wardrobes,Mid Century Modern,Bedroom,190cm,66cm,143cm
EVA002,Eva Chesterfield Green Velvet Three-Seater Sofa,879,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_3_seater_-_green_velvet_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Green,Velvet,Sofas,Transitional,Living Room,85cm,90cm,205cm
EVA001,Eva Chesterfield Green Velvet Two-Seater Sofa,779,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_2_seater_-_green_velvet_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Green,Velvet,Sofas,Transitional,Living Room,85cm,90cm,168cm
EVA003,Eva Chesterfield Grey Linen Fabric 2 Seater Sofa,679,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_2_seater_-_l_grey_linen_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Grey,Fabric,Sofas,Transitional,Living Room,85cm,90cm,168cm
EVA004,Eva Chesterfield Grey Linen Fabric 3 Seater Sofa,699,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_3_seater_-_l_grey_linen_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Grey,Fabric,Sofas,Transitional,Living Room,85cm,90cm,205cm
EVA009,Eva Chesterfield Ivory Linen Fabric Three-Seater Sofa,779,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_3_seater_-_natural_linen_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Natural,Fabric,Sofas,Transitional,Living Room,85cm,90cm,205cm
EVA008,Eva Chesterfield Ivory Linen Fabric Two-Seater Sofa,679,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_2_seater_-_natural_linen_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Natural,Fabric,Sofas,Transitional,Living Room,85cm,90cm,168cm
EVA005,Eva Chesterfield Light Grey Velvet 2 Seater Sofa,749,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_2_seater_-_l_grey_velvet_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Grey,Velvet,Sofas,Transitional,Living Room,85cm,90cm,168cm
EVA006,Eva Chesterfield Light Grey Velvet 3 Seater Sofa,779,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_3_seater_-_l_grey_velvet_lifestyle.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Grey,Velvet,Sofas,Transitional,Living Room,85cm,90cm,205cm
EVA007,Eva Chesterfield Light Grey Velvet Armchair,499,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/eva_-_armchair_-_l_grey_velvet_lifestyle_1.jpg,"Add a stunning touch with the Chesterfield-styled Eva collection. Featuring deep-buttoning, rolled arms and extra-padded cushions for ultimate comfort.",Grey,Velvet,Sofas,Transitional,Living Room,85cm,90cm,106cm
LSEVE002,Evelyn Grey Velvet Armchair,199,https://www.oakandmore.co.uk/static/media/catalog/product/e/v/evelyn_-_accent_-_l_grey_velvet_lifestyle.jpg,The stylish Evelyn collection has classic Chesterfield deep-buttoning and striking studding in a comfy modern shape. ,Grey,Velvet,Accent Chairs,Contemporary,Living Room,105cm,87.5cm,77cm
JAC002,Extending  Jacob 180cm Mink Ceramic Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/0/7/0727_jacob_180_mink_09-07-2020-day_02_-_2.jpg,The undeniably stylish Jacob range makes an impression with extending tables with a choice of stone and ceramic finishes. Complete with a stunning black metal base in a crossed design.,Mink,Ceramic,Dining Tables,Mid Century Modern,Dining Room,77cm,180cm,90cm
VITT001,Extending  Vittorio 160cm White High Gloss Dining Table,799,https://www.oakandmore.co.uk/static/media/catalog/product/2/6/2662_halo_white_ext_53839-22-09-2020.jpg,"Sleek and modern, the Vittorio is high gloss style at its best. With a crossed-pedestal design for a standout look and a generous surface that extends for special occasions.",White,High Gloss,Dining Tables,Mid Century Modern,Dining Room,76cm,160cm,90cm
ALES001,Extending Alessio 160cm White High Gloss Dining Table,749,https://www.oakandmore.co.uk/static/media/catalog/product/5/2/52963-octagon-27-01-2015__394_3.jpg,The sleek surface and concave pedestal of the Alessio table adds sophistication to any dining area. The table extends via an inbuilt feature to suit every occasion.,White,High Gloss,Dining Tables,Mid Century Modern,Dining Room,75cm,160cm,90cm
BLEN001,Extending Blenheim 180cm White Ceramic Dining Table,899,https://www.oakandmore.co.uk/static/media/catalog/product/0/3/0332_blenheim_180_08-07-2020-day_01_.jpg,"The stylish Blenheim range features extending dining tables with glass table tops with a ceramic finish and black metal legs. A spacious, practical and ultra-modern collection perfect for the contemporary home.",White,Ceramic,Dining Tables,Mid Century Modern,Dining Room,77cm,180cm,90cm
BOS004,Extending Boston 180cm Grey Stone Dining Table,799,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20045_2.jpg,"The Boston collection of mid-sized tables is all about stunning shapes, bold lines, and dramatic impact. The brilliant, inventive leg structure sits below an extendable ceramic top that expands for larger groups.",Grey,Stone,Dining Tables,Mid Century Modern,Dining Room,76cm,180cm,90cm
BOS001,Extending Boston 180cm Mink Ceramic Dining Table,799,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20042.jpg,"The Boston collection of mid-sized tables is all about stunning shapes, bold lines, and dramatic impact. The brilliant, inventive leg structure sits below an extendable ceramic top that expands for larger groups.",Mink,Ceramic,Dining Tables,Mid Century Modern,Dining Room,76cm,180cm,90cm
BOS002,Extending Boston 180cm White Ceramic Dining Table,849,https://www.oakandmore.co.uk/static/media/catalog/product/p/t/pt20044_6.jpg,"The Boston collection of mid-sized tables is all about stunning shapes, bold lines, and dramatic impact. The brilliant, inventive leg structure sits below an extendable ceramic top that expands for larger groups.",White,Ceramic,Dining Tables,Mid Century Modern,Dining Room,76cm,180cm,90cm
BOS003,Extending Boston 180cm White Ceramic Dining Table with White Leg,799,https://www.oakandmore.co.uk/static/media/catalog/product/0/8/0855_boston_180_white_09-07-2020-day_02_-.jpg,"The Boston collection of mid-sized tables is all about stunning shapes, bold lines, and dramatic impact. The brilliant, inventive leg structure sits below an extendable ceramic top that expands for larger groups.",White,Ceramic,Dining Tables,Mid Century Modern,Dining Room,76cm,180cm,90cm
BUCK001,Extending Buckley 160cm Solid Oak Dining Table,799,https://www.oakandmore.co.uk/static/media/catalog/product/b/u/buckley_160cm_natural_left_2_1.jpg,"The Buckley collection features durable solid oak tables that blend style, strength and practicality. With stunning crossed-leg designs, these sturdy tables are built to last.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,77cm,160cm,90cm
BUCK003,Extending Buckley 200cm Dark Oak Dining Table,899,https://www.oakandmore.co.uk/static/media/catalog/product/5/3/53555-bordeaux_dark_200-10-07-2018-day_08_3370_4.jpg,"The Buckley collection features durable solid oak tables that blend style, strength and practicality. With stunning crossed-leg designs, these sturdy tables are built to last.",Rustic,Oak,Dining Tables,Mid Century Modern,Dining Room,77cm,200cm,100cm
BUCK002,Extending Buckley 200cm Solid Oak Dining Table,999,https://www.oakandmore.co.uk/static/media/catalog/product/b/u/buckley_200cm_natural_left_1_1_1_ss_1.jpg,"The Buckley collection features durable solid oak tables that blend style, strength and practicality. With stunning crossed-leg designs, these sturdy tables are built to last.",Oak,Oak,Dining Tables,Mid Century Modern,Dining Room,77cm,200cm,100cm
